,AGE,ATTRITION,BUSINESSTRAVEL,DAILYRATE,DEPARTMENT,DISTANCEFROMHOME,EDUCATION,EDUCATIONFIELD,EMPLOYEENUMBER,ENVIRONMENTSATISFACTION,GENDER,HOURLYRATE,JOBINVOLVEMENT,JOBLEVEL,JOBROLE,JOBSATISFACTION,MARITALSTATUS,MONTHLYINCOME,MONTHLYRATE,NUMCOMPANIESWORKED,OVERTIME,PERCENTSALARYHIKE,PERFORMANCERATING,RELATIONSHIPSATISFACTION,STOCKOPTIONLEVEL,TOTALWORKINGYEARS,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSATCOMPANY,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,REMOTEWORK
156,42.0,0,travel frequently,748.0,,9,2,,1480.0,1,female,74.0,3,1,laboratory technician,4,,,16458,1,,13,3.0,3,0,12.0,3,3.0,12,5,8,1
157,57.0,0,travel rarely,405.0,,1,2,life sciences,,2,male,93.0,4,2,research scientist,3,married,,2721,0,0.0,24,4.0,1,1,13.0,2,2.0,12,2,8,0
158,34.0,1,travel rarely,790.0,,24,4,,1489.0,1,female,40.0,2,2,sales executive,2,single,,7815,0,1.0,23,4.0,3,0,16.0,2,4.0,15,10,10,0
159,54.0,0,travel frequently,1050.0,,11,4,medical,1520.0,2,female,87.0,3,4,manager,4,,,24456,3,0.0,20,,1,1,26.0,2,3.0,14,1,12,1
160,34.0,0,travel rarely,971.0,,1,3,,1535.0,4,male,64.0,2,3,sales executive,3,,7083.0,12288,1,,14,3.0,4,0,,3,3.0,10,8,6,0
161,29.0,0,,1370.0,,3,1,medical,1586.0,2,male,87.0,3,1,laboratory technician,1,single,4723.0,16213,1,,18,3.0,4,0,,3,,10,1,5,0
162,35.0,0,travel rarely,750.0,,28,3,life sciences,1596.0,2,male,46.0,4,2,laboratory technician,3,,3407.0,25348,1,,17,,4,2,,3,2.0,10,6,8,0
163,35.0,1,,880.0,,12,4,other,1667.0,4,male,36.0,3,2,sales executive,4,,,10414,3,,24,4.0,1,0,13.0,2,4.0,11,6,7,0
164,34.0,0,travel rarely,678.0,,19,3,life sciences,1701.0,2,female,35.0,2,1,research scientist,4,married,2929.0,20338,1,0.0,12,3.0,2,0,10.0,3,3.0,10,8,7,1
165,43.0,0,,1179.0,,2,3,,1706.0,4,male,73.0,3,2,sales executive,4,,,6069,1,1.0,17,3.0,1,1,10.0,3,3.0,10,8,8,0
166,58.0,0,non-travel,350.0,,2,3,medical,,2,male,52.0,3,4,manager,2,divorced,,22577,4,0.0,22,4.0,4,1,37.0,0,2.0,16,14,14,1
167,36.0,0,travel rarely,1266.0,sales,14,4,,,1,female,63.0,2,2,sales executive,3,married,,6060,1,1.0,13,3.0,1,1,10.0,4,3.0,10,1,7,0
168,43.0,0,travel rarely,574.0,,11,3,life sciences,1971.0,1,male,30.0,3,3,healthcare representative,3,married,,16873,1,,17,3.0,2,1,10.0,1,3.0,10,0,9,1
169,55.0,0,,189.0,,26,4,human resources,,3,male,71.0,4,5,manager,2,married,,25811,4,1.0,18,3.0,1,1,35.0,0,3.0,10,1,4,1
170,42.0,0,,,research & development,23,2,,1976.0,4,male,37.0,2,2,research scientist,3,single,,14811,1,,12,3.0,4,0,20.0,2,3.0,20,3,7,0
171,40.0,0,,692.0,,11,3,technical degree,1985.0,4,female,73.0,3,2,laboratory technician,3,married,,26849,1,,11,,1,1,10.0,2,4.0,10,9,4,0
172,56.0,1,,310.0,research & development,7,2,technical degree,2032.0,4,male,72.0,3,1,laboratory technician,3,married,,3666,8,0.0,11,3.0,4,1,14.0,4,1.0,10,9,8,1
173,39.0,0,travel rarely,722.0,,33,1,marketing,2056.0,3,female,60.0,2,4,sales executive,4,,12031.0,8828,0,,11,3.0,1,1,,2,2.0,20,9,6,1
174,53.0,0,travel rarely,1219.0,,2,4,life sciences,,1,female,78.0,2,4,manager,4,married,15427.0,22021,2,0.0,16,3.0,3,0,,3,3.0,25,3,7,1
175,27.0,0,travel frequently,994.0,,8,3,,,4,male,37.0,3,3,sales executive,3,single,,2975,1,0.0,15,3.0,4,0,9.0,0,3.0,9,1,7,0
176,30.0,0,travel frequently,721.0,,1,2,,57.0,3,female,58.0,3,2,laboratory technician,4,,,10781,1,,23,4.0,4,0,12.0,2,,12,3,7,1
177,35.0,0,,853.0,,18,5,life sciences,,2,male,71.0,3,3,sales executive,1,married,,11031,1,,22,4.0,4,1,9.0,3,2.0,9,1,8,0
178,32.0,0,travel rarely,427.0,research & development,1,3,medical,78.0,1,male,,3,2,manufacturing director,4,married,6162.0,10877,1,1.0,22,4.0,2,1,9.0,3,3.0,9,7,8,1
179,30.0,0,travel rarely,852.0,,1,1,life sciences,104.0,4,male,55.0,2,2,laboratory technician,4,married,5126.0,15998,1,,12,3.0,3,2,,1,,10,3,0,0
180,46.0,1,,669.0,sales,9,2,medical,118.0,3,male,64.0,2,3,sales executive,4,,9619.0,13596,1,0.0,16,3.0,4,0,9.0,3,3.0,9,4,7,0
181,30.0,0,travel rarely,1334.0,,4,2,,121.0,3,female,63.0,2,2,sales executive,2,,,19760,1,1.0,12,3.0,2,3,11.0,4,2.0,11,2,7,0
182,32.0,0,,1093.0,,6,4,,125.0,2,male,87.0,3,2,sales executive,3,single,5010.0,24301,1,0.0,16,3.0,1,0,12.0,0,3.0,11,5,7,1
183,35.0,0,travel rarely,,,37,5,marketing,,3,male,94.0,3,3,sales executive,2,married,,11439,1,,13,3.0,1,2,,3,3.0,10,0,6,0
184,32.0,0,,967.0,,8,3,marketing,207.0,2,female,43.0,3,3,sales executive,4,single,,15589,1,,14,3.0,4,0,9.0,2,3.0,9,3,7,1
185,41.0,0,travel rarely,465.0,research & development,34,3,life sciences,227.0,1,male,56.0,3,1,research scientist,3,divorced,,4609,4,0.0,12,3.0,1,1,,2,3.0,9,1,8,1
186,40.0,0,travel rarely,989.0,,4,1,medical,253.0,4,female,46.0,3,5,manager,3,,19033.0,6499,1,0.0,14,3.0,2,1,21.0,2,3.0,20,9,9,0
187,45.0,0,,1195.0,,2,2,,264.0,1,male,65.0,2,4,manager,4,married,,20462,9,0.0,23,4.0,4,1,22.0,1,3.0,20,11,8,1
188,32.0,1,travel rarely,1045.0,,4,4,,291.0,4,male,32.0,1,3,sales executive,4,married,10400.0,25812,1,0.0,11,3.0,3,0,14.0,2,2.0,14,9,8,0
189,30.0,0,non-travel,829.0,research & development,1,1,life sciences,292.0,3,male,88.0,2,3,manufacturing director,3,,,20925,1,0.0,22,4.0,3,0,,2,3.0,11,5,8,1
190,37.0,0,,663.0,,11,3,,306.0,2,male,47.0,3,3,research director,4,,,10056,1,,14,3.0,3,3,,1,3.0,10,0,7,0
191,37.0,0,,319.0,,4,4,,,1,male,41.0,3,1,sales representative,4,divorced,2793.0,2539,4,0.0,17,3.0,3,1,13.0,2,3.0,9,5,8,0
192,40.0,0,,1300.0,,24,2,technical degree,335.0,1,male,62.0,3,2,research scientist,4,,,24447,1,0.0,17,3.0,1,2,,3,3.0,9,4,7,0
193,36.0,0,non-travel,1105.0,,24,4,,,2,female,47.0,3,2,laboratory technician,2,married,5674.0,6927,7,,15,3.0,3,1,11.0,3,3.0,9,0,8,0
194,32.0,0,travel rarely,906.0,,7,3,life sciences,420.0,4,male,91.0,2,2,sales executive,3,married,,16985,1,,14,3.0,3,1,13.0,3,2.0,13,4,8,0
195,38.0,0,,849.0,,25,2,life sciences,421.0,1,female,81.0,2,3,research director,2,,,26707,3,,17,3.0,3,1,,2,3.0,10,0,1,1
196,30.0,0,travel rarely,1275.0,,28,2,,441.0,4,female,64.0,3,2,research scientist,4,married,,11934,1,0.0,13,3.0,4,2,11.0,2,3.0,10,1,9,1
197,39.0,0,,1218.0,,1,1,,531.0,2,male,52.0,3,5,manager,3,,19197.0,8213,1,,14,3.0,3,1,21.0,3,3.0,21,1,6,0
198,60.0,0,,422.0,,7,3,life sciences,549.0,1,female,41.0,3,5,manager,1,,,3854,5,0.0,11,3.0,4,0,33.0,5,1.0,29,11,10,0
199,30.0,0,,1398.0,,22,4,other,567.0,3,female,69.0,3,3,sales executive,1,,8412.0,2890,0,,11,3.0,3,0,10.0,3,3.0,9,7,8,0
200,31.0,0,travel rarely,1274.0,research & development,9,1,,581.0,3,male,,3,3,manufacturing director,2,divorced,,14394,1,0.0,25,4.0,4,1,,6,4.0,13,0,8,1
201,33.0,1,,1076.0,,3,3,life sciences,702.0,1,male,70.0,3,1,research scientist,1,single,3348.0,3164,1,1.0,11,3.0,1,0,,3,3.0,10,9,7,0
202,50.0,0,,1207.0,,28,1,medical,716.0,4,male,74.0,4,1,laboratory technician,3,married,,3297,1,1.0,11,,3,3,20.0,3,3.0,20,3,8,1
203,32.0,0,,430.0,research & development,24,4,life sciences,772.0,1,male,80.0,3,2,laboratory technician,4,,5309.0,21146,1,0.0,15,,4,2,10.0,2,3.0,10,4,7,1
204,42.0,0,,933.0,,29,3,,836.0,2,male,98.0,3,2,manufacturing director,2,,,11806,1,,13,3.0,4,1,10.0,3,2.0,9,7,8,0
205,49.0,1,,1184.0,sales,11,3,marketing,840.0,3,female,43.0,3,3,sales executive,4,married,7654.0,5860,1,0.0,18,3.0,1,2,,3,4.0,9,7,7,0
206,27.0,0,,,,5,1,,844.0,3,male,42.0,2,3,research director,4,divorced,12808.0,8842,1,,16,3.0,2,1,,3,3.0,9,0,8,1
207,33.0,0,travel rarely,586.0,,1,3,medical,,1,male,48.0,4,2,sales executive,1,divorced,,21816,1,,22,,1,1,9.0,5,3.0,9,0,8,1
208,52.0,0,,890.0,research & development,26,4,,867.0,3,female,81.0,2,4,manufacturing director,4,married,,19028,3,0.0,22,4.0,3,0,31.0,3,3.0,9,0,0,0
209,32.0,0,,379.0,,5,2,life sciences,889.0,2,male,48.0,3,2,sales executive,2,,,8891,1,0.0,14,3.0,4,1,10.0,3,3.0,10,5,3,1
210,36.0,0,,1425.0,,14,1,life sciences,924.0,3,male,68.0,3,2,healthcare representative,4,,6586.0,4821,0,,17,3.0,1,1,,2,2.0,16,4,11,0
211,31.0,0,non-travel,1188.0,sales,20,2,,,4,female,45.0,3,2,sales executive,3,,,24406,1,,13,3.0,4,1,,2,2.0,9,0,0,0
212,36.0,0,travel rarely,938.0,,2,4,medical,,3,male,79.0,3,1,laboratory technician,3,single,2519.0,12287,4,0.0,21,4.0,3,0,,6,3.0,11,3,9,0
213,52.0,0,,1053.0,,1,2,life sciences,976.0,4,male,70.0,3,4,manager,4,married,17099.0,13829,2,,15,3.0,2,1,26.0,2,,9,7,8,1
214,33.0,0,non-travel,722.0,,17,3,,992.0,4,male,38.0,3,4,manager,3,single,,20489,1,,11,3.0,4,0,10.0,2,3.0,10,6,0,0
215,45.0,0,non-travel,248.0,,23,2,life sciences,1002.0,4,male,42.0,3,2,laboratory technician,1,,,14039,1,1.0,15,3.0,3,1,9.0,2,3.0,9,0,8,1
216,36.0,0,travel rarely,796.0,research & development,12,5,,1073.0,4,female,51.0,2,3,manufacturing director,4,,,15669,0,,11,3.0,2,0,15.0,2,2.0,14,7,8,1
217,49.0,0,,174.0,,8,4,,1138.0,4,male,56.0,2,4,sales executive,2,,13120.0,11879,6,,17,3.0,2,1,22.0,3,3.0,9,2,3,0
218,29.0,1,,408.0,,23,1,,,4,female,45.0,2,3,sales executive,1,,,11162,1,,13,,1,1,11.0,3,1.0,11,3,10,0
219,29.0,0,,,,6,1,,1192.0,2,female,54.0,3,1,laboratory technician,4,married,3131.0,26342,1,,13,3.0,1,1,,5,3.0,10,0,8,0
220,37.0,0,,977.0,research & development,1,3,life sciences,1196.0,4,female,56.0,2,2,manufacturing director,4,married,,9961,1,,13,3.0,2,1,14.0,2,2.0,14,3,11,1
221,33.0,0,travel rarely,536.0,,10,5,,,4,male,82.0,4,3,sales executive,3,,,21708,0,,14,3.0,4,2,,3,3.0,9,0,8,1
222,34.0,0,travel frequently,135.0,,19,3,medical,,3,female,46.0,3,2,laboratory technician,2,divorced,4444.0,22534,4,0.0,13,3.0,3,2,15.0,2,4.0,11,5,10,0
223,28.0,0,non-travel,1476.0,,1,3,,1315.0,3,female,55.0,1,2,laboratory technician,4,married,6674.0,16392,0,0.0,11,3.0,1,3,10.0,6,3.0,9,7,5,1
224,31.0,0,non-travel,587.0,,2,4,,1324.0,4,female,57.0,3,3,sales executive,3,,9852.0,8935,1,1.0,19,3.0,1,1,10.0,5,2.0,10,9,6,0
225,42.0,0,non-travel,495.0,,2,1,life sciences,1334.0,3,male,,3,4,manager,3,,17861.0,26582,0,1.0,13,,4,0,21.0,3,2.0,20,2,10,0
226,40.0,0,travel rarely,523.0,,2,3,life sciences,1346.0,3,male,98.0,3,2,research scientist,4,single,,22455,1,,13,3.0,3,0,9.0,4,3.0,9,8,8,0
227,34.0,0,,507.0,,15,2,medical,1356.0,3,female,66.0,3,2,sales executive,1,single,,23553,1,,12,3.0,4,0,,6,4.0,10,9,6,1
228,58.0,0,travel rarely,1055.0,,1,3,,1423.0,4,female,76.0,3,5,research director,1,,,22456,3,,21,4.0,3,1,,3,3.0,9,1,5,0
229,31.0,1,travel frequently,1445.0,,1,5,,1459.0,3,female,100.0,4,3,manufacturing director,2,,7446.0,8931,1,,11,3.0,1,0,,2,3.0,10,4,7,1
230,40.0,0,non-travel,218.0,,8,1,,,4,male,55.0,2,3,research director,2,,13757.0,25178,2,0.0,11,3.0,3,1,16.0,5,3.0,9,4,8,1
231,53.0,0,,447.0,,2,3,medical,1472.0,4,male,39.0,4,4,research director,2,single,16598.0,19764,4,0.0,12,3.0,2,0,35.0,2,2.0,9,8,8,0
232,34.0,0,,829.0,research & development,15,3,,1485.0,2,male,71.0,3,4,research director,1,,,11929,7,,14,3.0,4,2,16.0,3,2.0,14,6,9,1
233,35.0,0,travel rarely,1029.0,,16,3,life sciences,,4,female,91.0,2,3,healthcare representative,2,single,,21195,1,0.0,19,3.0,4,0,,3,1.0,11,3,3,0
234,37.0,0,,674.0,,13,3,,1543.0,1,male,47.0,3,2,research scientist,4,married,4285.0,3031,1,,17,3.0,1,0,,2,3.0,10,3,7,1
235,42.0,0,travel frequently,,,2,3,,1547.0,4,male,40.0,3,3,healthcare representative,4,,10124.0,18611,2,1.0,14,3.0,3,1,24.0,3,1.0,20,13,9,0
236,45.0,0,,538.0,,1,4,,1553.0,1,male,66.0,3,3,healthcare representative,2,divorced,,20933,1,,12,3.0,1,3,,4,3.0,10,7,7,1
237,30.0,1,travel rarely,740.0,,1,3,,1562.0,2,male,64.0,2,2,sales executive,1,married,9714.0,5323,1,0.0,11,3.0,4,1,,4,3.0,10,6,7,1
238,38.0,0,travel rarely,1245.0,,14,3,life sciences,1582.0,3,male,80.0,3,2,sales executive,2,married,9924.0,12355,0,,11,3.0,4,1,10.0,3,3.0,9,7,7,1
239,50.0,0,,1234.0,,20,5,medical,1606.0,2,male,41.0,3,4,healthcare representative,3,,11245.0,20689,2,,15,3.0,3,1,32.0,3,3.0,30,12,13,0
240,39.0,0,travel rarely,170.0,,3,2,,,3,male,76.0,2,2,laboratory technician,3,,3069.0,10302,0,,15,3.0,4,1,,3,,10,0,7,0
241,34.0,0,travel rarely,1130.0,,3,3,,1658.0,4,female,66.0,3,2,research scientist,2,,,19332,1,0.0,12,3.0,3,1,11.0,2,3.0,11,7,9,0
242,54.0,0,travel rarely,584.0,research & development,22,5,,1665.0,2,female,91.0,3,4,manager,3,,,18685,3,,25,4.0,3,1,36.0,6,3.0,10,4,7,1
243,41.0,0,travel rarely,918.0,,6,3,marketing,,4,male,35.0,3,3,sales executive,3,,9241.0,15869,1,0.0,12,3.0,2,0,,3,3.0,10,8,7,0
244,39.0,0,,792.0,,1,3,life sciences,1737.0,4,male,77.0,3,2,laboratory technician,4,married,6472.0,8989,1,,15,3.0,4,1,,2,3.0,9,5,8,1
245,40.0,0,travel rarely,611.0,,7,4,,,2,male,88.0,3,5,manager,2,,,4349,1,0.0,14,3.0,2,0,,3,2.0,21,12,8,0
246,33.0,0,,,,4,3,technical degree,,4,male,90.0,3,2,research scientist,2,,3055.0,6194,5,0.0,15,,4,2,11.0,2,2.0,9,1,7,1
247,36.0,0,,1383.0,,10,3,life sciences,1790.0,4,male,90.0,3,3,healthcare representative,1,,8321.0,25949,7,,13,3.0,4,1,15.0,1,3.0,12,5,7,0
248,33.0,0,,867.0,,8,4,life sciences,,4,male,90.0,4,1,research scientist,1,married,3143.0,6076,6,0.0,19,3.0,2,1,14.0,1,3.0,10,7,6,0
249,34.0,0,travel rarely,,,8,2,,1823.0,2,male,92.0,4,2,sales executive,3,,,22128,1,0.0,21,4.0,3,2,10.0,5,3.0,10,4,8,0
250,29.0,0,travel frequently,574.0,research & development,46,1,medical,,4,male,40.0,3,1,laboratory technician,4,married,,7003,1,0.0,13,,2,0,,3,4.0,11,3,10,0
251,46.0,0,travel rarely,706.0,,2,2,life sciences,1857.0,4,male,82.0,3,3,manufacturing director,4,divorced,8578.0,19989,3,,14,3.0,3,1,12.0,4,2.0,9,4,7,1
252,27.0,0,travel rarely,728.0,,23,1,medical,1864.0,2,female,36.0,2,2,sales representative,3,married,,7018,1,0.0,21,4.0,4,1,,5,3.0,9,5,8,0
253,31.0,0,,311.0,,36,3,life sciences,1881.0,2,male,89.0,3,2,laboratory technician,3,divorced,4197.0,18624,1,0.0,11,3.0,1,1,10.0,2,3.0,10,0,2,0
254,45.0,0,travel rarely,556.0,research & development,25,2,life sciences,1888.0,2,female,93.0,2,2,manufacturing director,4,,,23888,0,0.0,13,,4,2,10.0,2,2.0,9,3,8,1
255,34.0,0,travel rarely,937.0,,1,3,marketing,1950.0,1,male,32.0,3,3,sales executive,4,,9888.0,6770,1,0.0,21,4.0,1,0,14.0,3,2.0,14,2,1,0
256,31.0,0,,1125.0,research & development,1,3,life sciences,,4,male,48.0,1,2,research scientist,1,married,,5771,1,,21,,2,0,10.0,6,3.0,10,8,7,1
257,35.0,0,,1224.0,,7,4,,1962.0,3,female,55.0,3,2,sales executive,4,,,13586,1,1.0,11,3.0,4,0,10.0,2,3.0,10,0,9,0
258,39.0,0,travel rarely,119.0,,15,4,marketing,1975.0,2,male,77.0,3,4,sales executive,1,single,13341.0,25098,0,0.0,12,3.0,1,0,21.0,3,3.0,20,11,10,0
259,40.0,0,travel rarely,444.0,,2,2,marketing,1986.0,2,female,92.0,3,2,sales executive,2,married,5677.0,4258,3,0.0,14,3.0,3,1,,4,3.0,11,5,10,1
260,30.0,0,travel rarely,911.0,,1,2,medical,,4,male,76.0,3,1,laboratory technician,2,married,,4077,1,0.0,13,3.0,3,0,12.0,6,2.0,12,1,7,0
261,47.0,0,,,research & development,1,1,,2000.0,3,female,98.0,3,3,research director,2,married,,17231,0,0.0,18,3.0,1,2,14.0,3,1.0,13,5,12,1
262,52.0,0,non-travel,585.0,,29,4,,,1,male,,3,1,sales representative,4,divorced,,19788,2,,15,3.0,2,2,16.0,3,,9,0,0,1
263,49.0,0,travel frequently,,,8,1,,2.0,3,male,61.0,2,2,research scientist,2,married,,24907,1,0.0,23,4.0,4,1,10.0,3,3.0,10,1,7,0
264,33.0,0,travel frequently,1392.0,,19,4,life sciences,5.0,1,female,56.0,3,1,research scientist,3,married,2909.0,23159,1,,11,3.0,3,0,,3,3.0,8,3,0,1
265,32.0,0,,1005.0,,2,2,life sciences,,4,male,79.0,3,1,laboratory technician,4,,,11864,0,,13,3.0,3,0,8.0,2,2.0,7,3,6,1
266,38.0,0,travel frequently,,research & development,23,3,,,4,male,44.0,2,3,manufacturing director,3,,9526.0,8787,0,0.0,21,4.0,2,0,,2,3.0,9,1,8,1
267,36.0,0,travel rarely,1299.0,research & development,27,3,medical,,3,male,94.0,3,2,healthcare representative,3,,,16577,6,,13,3.0,2,2,17.0,3,2.0,7,7,7,1
268,42.0,0,,,,8,4,,35.0,3,male,48.0,3,2,sales executive,2,,6825.0,21173,0,,11,,4,1,10.0,2,3.0,9,4,2,0
269,31.0,0,,655.0,research & development,7,4,life sciences,76.0,4,male,48.0,3,2,laboratory technician,4,divorced,,9528,3,0.0,22,4.0,4,1,,3,2.0,7,1,7,0
270,31.0,0,travel rarely,746.0,,8,4,,98.0,3,female,61.0,3,2,manufacturing director,4,single,4424.0,20682,1,0.0,23,4.0,4,0,11.0,2,3.0,11,1,8,0
271,51.0,0,,632.0,,21,4,marketing,120.0,3,male,71.0,3,2,sales executive,4,,5441.0,8423,0,,22,4.0,4,0,11.0,2,1.0,10,1,0,0
272,34.0,1,travel frequently,658.0,,7,3,,147.0,1,male,66.0,1,2,laboratory technician,3,,6074.0,22887,1,1.0,24,4.0,4,0,9.0,3,,9,0,6,0
273,36.0,0,,1467.0,,11,2,technical degree,154.0,2,female,92.0,3,3,sales executive,4,,,22952,0,0.0,14,3.0,3,1,10.0,6,3.0,9,2,8,0
274,30.0,0,travel frequently,1312.0,,23,3,,159.0,1,male,96.0,1,1,research scientist,3,divorced,,22310,1,0.0,25,4.0,3,3,,2,2.0,10,0,9,0
275,33.0,0,non-travel,750.0,,12,2,,160.0,1,male,95.0,3,2,sales executive,2,married,6146.0,15480,0,,13,3.0,1,1,,2,4.0,7,0,7,0
276,31.0,1,,249.0,,6,4,life sciences,163.0,2,male,76.0,1,2,sales executive,3,married,6172.0,20739,4,,18,3.0,2,0,,3,2.0,7,7,7,0
277,41.0,0,travel rarely,802.0,,23,1,,176.0,3,male,96.0,3,3,sales executive,3,divorced,,21196,3,1.0,13,3.0,3,1,,2,3.0,9,0,7,0
278,26.0,0,travel rarely,1355.0,,25,1,,177.0,3,female,61.0,3,1,human resources,3,,,8916,1,,23,4.0,4,1,8.0,3,3.0,8,5,7,0
279,32.0,0,,689.0,,9,2,,195.0,4,male,35.0,1,2,sales executive,4,divorced,4668.0,22812,0,0.0,17,3.0,4,3,,2,4.0,8,0,7,0
280,40.0,0,travel frequently,1395.0,,26,3,,202.0,2,female,54.0,3,2,research scientist,2,divorced,5605.0,8504,1,0.0,11,3.0,1,1,20.0,2,3.0,20,2,13,0
281,53.0,0,travel rarely,1436.0,sales,6,2,marketing,205.0,2,male,34.0,3,2,sales representative,3,,,16047,2,1.0,20,4.0,4,1,13.0,3,1.0,7,4,5,0
282,29.0,0,non-travel,1496.0,research & development,1,1,technical degree,,4,male,41.0,3,2,manufacturing director,3,married,4319.0,26283,1,,13,3.0,1,1,10.0,1,3.0,10,0,9,0
283,36.0,0,travel frequently,1480.0,research & development,3,2,,,4,male,30.0,3,1,laboratory technician,2,,,15062,4,0.0,12,,3,0,13.0,3,2.0,8,7,2,0
284,33.0,0,travel rarely,,research & development,14,3,,252.0,4,female,,3,1,research scientist,2,,,4673,1,,13,3.0,4,1,8.0,5,3.0,8,1,6,0
285,51.0,0,travel rarely,313.0,,3,3,,258.0,4,female,98.0,3,4,healthcare representative,2,single,,7192,3,,18,3.0,3,0,,6,3.0,7,1,0,0
286,27.0,0,travel rarely,894.0,,9,3,medical,260.0,4,female,99.0,3,1,research scientist,2,single,,11781,1,0.0,16,3.0,4,0,,2,2.0,7,0,3,0
287,37.0,0,,290.0,,21,3,life sciences,267.0,2,male,65.0,4,1,research scientist,1,,3564.0,22977,1,1.0,12,3.0,1,1,,3,2.0,8,1,7,0
288,38.0,0,,1084.0,,29,3,,,4,male,54.0,3,2,manufacturing director,4,married,6261.0,4185,3,0.0,18,3.0,1,1,9.0,3,1.0,7,1,7,1
289,49.0,0,non-travel,1002.0,,18,4,,275.0,4,male,92.0,3,2,manufacturing director,4,divorced,6804.0,23793,1,1.0,15,3.0,1,2,7.0,0,3.0,7,1,7,0
290,27.0,0,,1242.0,,20,3,life sciences,293.0,4,female,90.0,3,2,sales executive,3,single,,12916,1,,14,3.0,4,0,7.0,2,3.0,7,0,7,0
291,45.0,0,,1052.0,sales,6,3,medical,302.0,4,female,57.0,2,3,sales executive,4,single,,16840,6,,12,3.0,4,0,23.0,2,3.0,19,12,8,1
292,35.0,0,,944.0,,1,3,,314.0,3,female,92.0,3,3,sales executive,3,single,,9096,1,0.0,14,3.0,1,0,10.0,3,4.0,10,0,8,1
293,33.0,1,travel rarely,465.0,,2,2,,,1,female,39.0,3,1,laboratory technician,1,,,21509,7,0.0,20,,1,0,13.0,3,4.0,9,1,7,0
294,52.0,0,,771.0,,2,4,life sciences,329.0,1,male,79.0,2,5,manager,3,,,21030,1,1.0,18,3.0,4,0,33.0,2,4.0,33,15,12,1
295,40.0,0,,1416.0,research & development,2,2,medical,,1,male,49.0,3,5,research director,3,,19436.0,5949,0,0.0,19,3.0,4,1,,5,3.0,21,3,9,0
296,38.0,0,non-travel,1327.0,sales,2,2,life sciences,361.0,4,male,39.0,2,2,sales executive,4,,,19682,3,0.0,18,3.0,4,1,13.0,0,3.0,8,7,5,1
297,46.0,0,,488.0,,27,3,,363.0,2,female,75.0,1,4,manager,2,married,,14977,3,1.0,12,3.0,2,1,28.0,2,2.0,7,7,7,0
298,45.0,0,travel rarely,1385.0,,20,2,medical,,3,male,79.0,3,4,healthcare representative,4,married,,7501,0,1.0,14,3.0,2,0,21.0,2,3.0,20,4,10,1
299,47.0,1,non-travel,666.0,,10,4,life sciences,376.0,1,male,88.0,3,3,manager,2,married,,10268,1,,12,3.0,4,1,,2,2.0,10,9,9,0
300,35.0,0,,1315.0,,22,3,life sciences,381.0,2,female,71.0,4,3,manager,2,divorced,,19100,7,,18,,2,1,10.0,6,2.0,7,6,2,0
301,29.0,0,travel frequently,442.0,,2,2,,388.0,2,male,44.0,3,2,sales executive,4,single,,20260,1,,18,3.0,1,0,,3,,10,0,9,0
302,55.0,0,travel rarely,147.0,research & development,20,2,technical degree,389.0,2,male,37.0,3,2,laboratory technician,4,married,,15972,3,,19,,4,1,12.0,4,3.0,10,0,8,0
303,26.0,1,travel rarely,950.0,,45,4,,401.0,4,male,48.0,2,2,sales executive,4,single,5828.0,8450,1,,12,3.0,2,0,,0,,8,7,4,1
304,31.0,0,travel rarely,218.0,,7,3,technical degree,416.0,2,male,100.0,4,2,sales executive,4,,,12241,4,,11,3.0,2,1,10.0,3,2.0,8,7,7,1
305,43.0,0,travel frequently,,,10,4,life sciences,430.0,3,female,33.0,3,1,laboratory technician,4,,2455.0,10675,0,0.0,19,3.0,1,0,,5,3.0,8,1,7,1
306,31.0,0,travel rarely,691.0,,13,3,marketing,438.0,4,male,73.0,3,2,sales executive,4,,,7143,4,,12,3.0,4,3,13.0,3,3.0,7,1,7,0
307,32.0,0,,1018.0,,2,4,medical,,1,female,74.0,4,2,research scientist,4,single,5055.0,10557,7,,16,3.0,3,0,,0,2.0,7,0,7,0
308,33.0,0,,,,10,3,,446.0,2,male,46.0,2,2,sales executive,4,,4682.0,4317,3,0.0,14,3.0,3,0,,6,2.0,7,0,1,0
309,43.0,0,travel frequently,559.0,research & development,10,4,life sciences,448.0,3,female,82.0,2,2,laboratory technician,3,divorced,5257.0,6227,1,0.0,11,,2,1,9.0,3,4.0,9,0,0,0
310,29.0,1,travel rarely,318.0,,8,4,,454.0,2,male,77.0,1,1,laboratory technician,1,,2119.0,4759,1,,11,3.0,4,0,7.0,4,2.0,7,0,7,0
311,27.0,0,,1130.0,sales,8,4,,458.0,2,female,56.0,3,2,sales executive,2,,,3415,1,0.0,18,3.0,1,1,8.0,3,3.0,8,0,7,0
312,29.0,0,travel rarely,144.0,,10,1,,,4,female,39.0,2,2,sales executive,2,divorced,,11866,1,1.0,14,3.0,1,2,7.0,2,3.0,7,1,7,0
313,37.0,0,,1319.0,,6,3,medical,,3,male,51.0,4,2,research scientist,1,divorced,5974.0,17001,4,,13,3.0,1,2,13.0,2,3.0,7,6,7,0
314,26.0,0,travel rarely,933.0,,1,3,,476.0,3,male,57.0,3,2,sales executive,3,,,20156,1,,17,3.0,2,1,,3,3.0,8,7,7,0
