,AGE,ATTRITION,BUSINESSTRAVEL,DEPARTMENT,DISTANCEFROMHOME,EDUCATION,EDUCATIONFIELD,EMPLOYEENUMBER,ENVIRONMENTSATISFACTION,GENDER,HOURLYRATE,JOBINVOLVEMENT,JOBLEVEL,JOBROLE,JOBSATISFACTION,MARITALSTATUS,MONTHLYINCOME,MONTHLYRATE,NUMCOMPANIESWORKED,OVERTIME,PERCENTSALARYHIKE,RELATIONSHIPSATISFACTION,STOCKOPTIONLEVEL,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSATCOMPANY,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,REMOTEWORK,DAILYRATE,PERFORMANCERATING,TOTALWORKINGYEARS
134,53.0,no,travel rarely,Unknown,23,4,Unknown,901.0,4,female,72.0,3,4,research director,4,Unknown,,20206,6,0.0,18,3,0,0,3.0,12,3,8,1,852.7807596310354,3.0,33.0
135,49.0,no,travel rarely,Unknown,8,2,other,944.0,1,female,51.0,3,3,laboratory technician,2,married,7403.0,22477,4,,11,3,1,3,2.0,26,1,7,0,527.0,3.0,29.0
136,35.0,no,Unknown,Unknown,-21,4,Unknown,984.0,21,male,,3,3,sales executive,4,Unknown,,6812,6,,13,2,1,2,3.0,10,0,8,0,882.0,3.0,11.376290659061839
137,38.0,no,travel rarely,Unknown,17,1,life sciences,1088.0,3,female,65.0,2,3,healthcare representative,3,married,8823.0,24608,0,,18,1,1,4,2.0,19,1,9,0,330.0,3.0,20.0
138,46.0,no,Unknown,sales,3,1,marketing,1124.0,1,male,,3,4,manager,3,married,,15596,3,0.0,12,4,1,3,3.0,12,4,9,0,406.0,3.0,11.008175210790096
139,36.0,no,non-travel,Unknown,18,4,Unknown,Unknown,1,male,78.0,3,2,manufacturing director,4,single,,23238,2,,20,1,0,0,3.0,11,0,9,0,217.0,4.0,18.0
140,42.0,yes,travel frequently,Unknown,-15,3,life sciences,1167.0,15,male,44.0,3,4,sales executive,1,single,,2447,0,,12,2,0,2,2.0,21,13,14,1,481.0,3.154268154453318,11.066176434089623
141,34.0,no,travel frequently,Unknown,1,3,Unknown,1184.0,4,male,97.0,2,2,healthcare representative,1,single,,25755,0,0.0,20,3,0,3,3.0,13,4,9,1,669.0,4.0,14.0
142,30.0,no,travel rarely,research & development,1,3,medical,Unknown,4,male,63.0,3,1,research scientist,2,Unknown,3579.0,9369,0,1.0,21,1,1,2,3.0,11,5,7,1,1465.0,4.0,12.0
143,54.0,no,travel rarely,Unknown,3,3,life sciences,Unknown,4,male,85.0,3,4,research director,4,married,17779.0,23474,3,0.0,14,1,0,2,3.0,10,0,9,1,685.0,3.0,36.0
144,31.0,no,travel rarely,Unknown,24,3,medical,1252.0,3,female,96.0,2,2,healthcare representative,1,single,,17198,1,0.0,19,2,0,2,3.0,10,1,8,0,1062.0,3.1482226076103115,10.0
145,44.0,no,Unknown,Unknown,5,3,Unknown,1267.0,2,male,88.0,3,5,manager,2,married,18213.0,8751,7,0.0,11,3,1,5,3.0,22,3,10,0,1099.0,3.0,26.0
146,55.0,no,non-travel,Unknown,8,1,Unknown,1278.0,4,male,37.0,2,4,healthcare representative,2,divorced,13577.0,25592,1,1.0,15,4,1,3,3.0,33,15,0,0,177.0,3.0,10.831077652692974
147,44.0,no,travel rarely,Unknown,4,2,life sciences,1288.0,3,male,92.0,4,5,manager,1,divorced,19190.0,17477,1,0.0,14,4,2,4,2.0,25,14,13,0,1199.0,3.0,11.621443173982309
148,34.0,no,travel frequently,human resources,11,3,life sciences,Unknown,3,male,56.0,2,2,human resources,2,Unknown,,21833,4,0.0,11,4,2,5,4.0,10,1,8,1,648.0,3.0,14.0
149,39.0,no,Unknown,Unknown,13,4,Unknown,1307.0,3,female,94.0,2,4,manager,2,divorced,17123.0,17334,6,1.0,13,4,2,4,3.0,19,15,2,0,412.0,3.0,11.012815321482597
150,55.0,no,travel rarely,Unknown,2,2,medical,1336.0,4,female,58.0,1,5,manager,3,Unknown,19187.0,6992,4,,14,4,1,5,3.0,19,9,11,0,282.0,3.1547094105985733,23.0
151,51.0,no,Unknown,Unknown,5,3,life sciences,1352.0,3,male,84.0,3,4,manager,2,Unknown,,17588,1,,11,2,1,2,3.0,33,0,10,0,770.0,3.0,11.289675259468488
152,58.0,yes,Unknown,Unknown,-14,4,medical,1360.0,14,female,53.0,2,3,manufacturing director,1,married,10008.0,12023,7,,14,4,0,0,2.0,10,5,9,0,601.0,3.0,11.158978808296377
153,48.0,no,Unknown,Unknown,4,3,life sciences,Unknown,4,male,54.0,3,3,manufacturing director,4,single,,18706,1,0.0,11,3,0,2,3.0,10,0,8,1,855.0,3.0,11.0
154,29.0,no,travel rarely,human resources,17,3,Unknown,1419.0,2,male,51.0,2,3,human resources,1,single,7988.0,9769,1,,13,1,0,3,2.0,10,0,9,0,332.0,3.0,10.950947178915916
155,34.0,no,Unknown,Unknown,3,3,other,1478.0,4,male,81.0,1,2,sales executive,1,single,,15891,3,0.0,18,4,0,2,3.0,13,3,12,1,1326.0,3.144703097467935,15.0
156,42.0,no,travel frequently,Unknown,9,2,Unknown,1480.0,1,female,74.0,3,1,laboratory technician,4,Unknown,,16458,1,,13,3,0,3,3.0,12,5,8,1,748.0,3.0,12.0
157,57.0,no,travel rarely,Unknown,1,2,life sciences,Unknown,2,male,93.0,4,2,research scientist,3,married,,2721,0,0.0,24,1,1,2,2.0,12,2,8,0,405.0,4.0,13.0
158,34.0,yes,travel rarely,Unknown,24,4,Unknown,1489.0,1,female,40.0,2,2,sales executive,2,single,,7815,0,1.0,23,3,0,2,4.0,15,10,10,0,790.0,4.0,16.0
159,54.0,no,travel frequently,Unknown,11,4,medical,1520.0,2,female,87.0,3,4,manager,4,Unknown,,24456,3,0.0,20,1,1,2,3.0,14,1,12,1,1050.0,3.146096996727478,26.0
160,34.0,no,travel rarely,Unknown,1,3,Unknown,1535.0,4,male,64.0,2,3,sales executive,3,Unknown,7083.0,12288,1,,14,4,0,3,3.0,10,8,6,0,971.0,3.0,11.445118967667272
161,29.0,no,Unknown,Unknown,3,1,medical,1586.0,2,male,87.0,3,1,laboratory technician,1,single,4723.0,16213,1,,18,4,0,3,3.0,10,1,5,0,1370.0,3.0,11.753686328718587
162,35.0,no,travel rarely,Unknown,28,3,life sciences,1596.0,2,male,46.0,4,2,laboratory technician,3,Unknown,3407.0,25348,1,,17,4,2,3,2.0,10,6,8,0,750.0,3.1513702703528157,11.274208066482341
163,35.0,yes,Unknown,Unknown,12,4,other,1667.0,4,male,36.0,3,2,sales executive,4,Unknown,,10414,3,,24,1,0,2,4.0,11,6,7,0,880.0,4.0,13.0
164,34.0,no,travel rarely,Unknown,19,3,life sciences,1701.0,2,female,35.0,2,1,research scientist,4,married,2929.0,20338,1,0.0,12,2,0,3,3.0,10,8,7,1,678.0,3.0,10.0
165,43.0,no,Unknown,Unknown,2,3,Unknown,1706.0,4,male,73.0,3,2,sales executive,4,Unknown,,6069,1,1.0,17,1,1,3,3.0,10,8,8,0,1179.0,3.0,10.0
166,58.0,no,non-travel,Unknown,2,3,medical,Unknown,2,male,52.0,3,4,manager,2,divorced,,22577,4,0.0,22,4,1,0,2.0,16,14,14,1,350.0,4.0,37.0
167,36.0,no,travel rarely,sales,-14,4,Unknown,Unknown,14,female,63.0,2,2,sales executive,3,married,,6060,1,1.0,13,1,1,4,3.0,10,1,7,0,1266.0,3.0,10.0
168,43.0,no,travel rarely,Unknown,11,3,life sciences,1971.0,1,male,30.0,3,3,healthcare representative,3,married,,16873,1,,17,2,1,1,3.0,10,0,9,1,574.0,3.0,10.0
169,55.0,no,Unknown,Unknown,26,4,human resources,Unknown,3,male,71.0,4,5,manager,2,married,,25811,4,1.0,18,1,1,0,3.0,10,1,4,1,189.0,3.0,35.0
170,42.0,no,Unknown,research & development,23,2,Unknown,1976.0,4,male,37.0,2,2,research scientist,3,single,,14811,1,,12,4,0,2,3.0,20,3,7,0,822.3938679416478,3.0,20.0
171,40.0,no,Unknown,Unknown,11,3,technical degree,1985.0,4,female,73.0,3,2,laboratory technician,3,married,,26849,1,,11,1,1,2,4.0,10,9,4,0,692.0,3.1521682471783854,10.0
172,56.0,yes,Unknown,research & development,7,2,technical degree,2032.0,4,male,72.0,3,1,laboratory technician,3,married,,3666,8,0.0,11,4,1,4,1.0,10,9,8,1,310.0,3.0,14.0
173,39.0,no,travel rarely,Unknown,-33,1,marketing,2056.0,33,female,60.0,2,4,sales executive,4,Unknown,12031.0,8828,0,,11,1,1,2,2.0,20,9,6,1,722.0,3.0,11.252554373928481
174,53.0,no,travel rarely,Unknown,2,4,life sciences,Unknown,1,female,78.0,2,4,manager,4,married,15427.0,22021,2,0.0,16,3,0,3,3.0,25,3,7,1,1219.0,3.0,11.636910209623977
175,27.0,no,travel frequently,Unknown,8,3,Unknown,Unknown,4,male,37.0,3,3,sales executive,3,single,,2975,1,0.0,15,4,0,0,3.0,9,1,7,0,994.0,3.0,9.0
176,30.0,no,travel frequently,Unknown,1,2,Unknown,57.0,3,female,58.0,3,2,laboratory technician,4,Unknown,,10781,1,,23,4,0,2,3.0,12,3,7,1,721.0,4.0,12.0
177,35.0,no,Unknown,Unknown,18,5,life sciences,Unknown,2,male,71.0,3,3,sales executive,1,married,,11031,1,,22,4,1,3,2.0,9,1,8,0,853.0,4.0,9.0
178,32.0,no,travel rarely,research & development,1,3,medical,78.0,1,male,,3,2,manufacturing director,4,married,6162.0,10877,1,1.0,22,2,1,3,3.0,9,7,8,1,427.0,4.0,9.0
179,30.0,no,travel rarely,Unknown,1,1,life sciences,104.0,4,male,55.0,2,2,laboratory technician,4,married,5126.0,15998,1,,12,3,2,1,3.0,10,3,0,0,852.0,3.0,11.353090105599335
180,46.0,yes,Unknown,sales,9,2,medical,118.0,3,male,64.0,2,3,sales executive,4,Unknown,9619.0,13596,1,0.0,16,4,0,3,3.0,9,4,7,0,669.0,3.0,9.0
181,30.0,no,travel rarely,Unknown,4,2,Unknown,121.0,3,female,63.0,2,2,sales executive,2,Unknown,,19760,1,1.0,12,2,3,4,2.0,11,2,7,0,1334.0,3.0,11.0
182,32.0,no,Unknown,Unknown,6,4,Unknown,125.0,2,male,87.0,3,2,sales executive,3,single,5010.0,24301,1,0.0,16,1,0,0,3.0,11,5,7,1,1093.0,3.0,12.0
183,35.0,no,travel rarely,Unknown,-37,5,marketing,Unknown,3,male,94.0,3,3,sales executive,2,married,,11439,1,,13,1,2,3,3.0,10,0,6,0,802.0919042787403,3.0,11.314493590832905
184,32.0,no,Unknown,Unknown,8,3,marketing,207.0,2,female,43.0,3,3,sales executive,4,single,,15589,1,,14,4,0,2,3.0,9,3,7,1,967.0,3.0,9.0
185,41.0,no,travel rarely,research & development,-34,3,life sciences,227.0,1,male,56.0,3,1,research scientist,3,divorced,,4609,4,0.0,12,1,1,2,3.0,9,1,8,1,465.0,3.0,11.053802965933022
186,40.0,no,travel rarely,Unknown,4,1,medical,253.0,4,female,46.0,3,5,manager,3,Unknown,19033.0,6499,1,0.0,14,2,1,2,3.0,20,9,9,0,989.0,3.0,21.0
187,45.0,no,Unknown,Unknown,2,2,Unknown,264.0,1,male,65.0,2,4,manager,4,married,,20462,9,0.0,23,4,1,1,3.0,20,11,8,1,1195.0,4.0,22.0
188,32.0,yes,travel rarely,Unknown,4,4,Unknown,291.0,4,male,32.0,1,3,sales executive,4,married,10400.0,25812,1,0.0,11,3,0,2,2.0,14,9,8,0,1045.0,3.0,14.0
189,30.0,no,non-travel,research & development,1,1,life sciences,292.0,3,male,88.0,2,3,manufacturing director,3,Unknown,,20925,1,0.0,22,3,0,2,3.0,11,5,8,1,829.0,4.0,11.335301975143908
190,37.0,no,Unknown,Unknown,11,3,Unknown,306.0,2,male,47.0,3,3,research director,4,Unknown,,10056,1,,14,3,3,1,3.0,10,0,7,0,663.0,3.0,11.206926618785554
191,37.0,no,Unknown,Unknown,4,4,Unknown,Unknown,1,male,41.0,3,1,sales representative,4,divorced,2793.0,2539,4,0.0,17,3,1,2,3.0,9,5,8,0,319.0,3.0,13.0
192,40.0,no,Unknown,Unknown,24,2,technical degree,335.0,1,male,62.0,3,2,research scientist,4,Unknown,,24447,1,0.0,17,1,2,3,3.0,9,4,7,0,1300.0,3.0,11.699551703972741
193,36.0,no,non-travel,Unknown,24,4,Unknown,Unknown,2,female,47.0,3,2,laboratory technician,2,married,5674.0,6927,7,,15,3,1,3,3.0,9,0,8,0,1105.0,3.0,11.0
194,32.0,no,travel rarely,Unknown,7,3,life sciences,420.0,4,male,91.0,2,2,sales executive,3,married,,16985,1,,14,3,1,3,2.0,13,4,8,0,906.0,3.0,13.0
195,38.0,no,Unknown,Unknown,25,2,life sciences,421.0,1,female,81.0,2,3,research director,2,Unknown,,26707,3,,17,3,1,2,3.0,10,0,1,1,849.0,3.0,11.350770050253084
196,30.0,no,travel rarely,Unknown,28,2,Unknown,441.0,4,female,64.0,3,2,research scientist,4,married,,11934,1,0.0,13,4,2,2,3.0,10,1,9,1,1275.0,3.0,11.0
197,39.0,no,Unknown,Unknown,1,1,Unknown,531.0,2,male,52.0,3,5,manager,3,Unknown,19197.0,8213,1,,14,3,1,3,3.0,21,1,6,0,1218.0,3.0,21.0
198,60.0,no,Unknown,Unknown,7,3,life sciences,549.0,1,female,41.0,3,5,manager,1,Unknown,,3854,5,0.0,11,4,0,5,1.0,29,11,10,0,422.0,3.0,33.0
199,30.0,no,Unknown,Unknown,22,4,other,567.0,3,female,69.0,3,3,sales executive,1,Unknown,8412.0,2890,0,,11,3,0,3,3.0,9,7,8,0,1398.0,3.0,10.0
200,31.0,no,travel rarely,research & development,9,1,Unknown,581.0,3,male,,3,3,manufacturing director,2,divorced,,14394,1,0.0,25,4,1,6,4.0,13,0,8,1,1274.0,4.0,11.679443518171063
201,33.0,yes,Unknown,Unknown,3,3,life sciences,702.0,1,male,70.0,3,1,research scientist,1,single,3348.0,3164,1,1.0,11,1,0,3,3.0,10,9,7,0,1076.0,3.0,11.526320904786038
202,50.0,no,Unknown,Unknown,28,1,medical,716.0,4,male,74.0,4,1,laboratory technician,3,married,,3297,1,1.0,11,3,3,3,3.0,20,3,8,1,1207.0,3.145267857473051,20.0
203,32.0,no,Unknown,research & development,24,4,life sciences,772.0,1,male,80.0,3,2,laboratory technician,4,Unknown,5309.0,21146,1,0.0,15,4,2,2,3.0,10,4,7,1,430.0,3.1549621865482105,10.0
204,42.0,no,Unknown,Unknown,29,3,Unknown,836.0,2,male,98.0,3,2,manufacturing director,2,Unknown,,11806,1,,13,4,1,3,2.0,9,7,8,0,933.0,3.0,10.0
205,49.0,yes,Unknown,sales,11,3,marketing,840.0,3,female,43.0,3,3,sales executive,4,married,7654.0,5860,1,0.0,18,1,2,3,4.0,9,7,7,0,1184.0,3.0,11.609842897251056
206,27.0,no,Unknown,Unknown,5,1,Unknown,844.0,3,male,42.0,2,3,research director,4,divorced,12808.0,8842,1,,16,2,1,3,3.0,9,0,8,1,802.0919042787403,3.0,11.314493590832905
207,33.0,no,travel rarely,Unknown,1,3,medical,Unknown,1,male,48.0,4,2,sales executive,1,divorced,,21816,1,,22,1,1,5,3.0,9,0,8,1,586.0,3.153439468193405,9.0
208,52.0,no,Unknown,research & development,-26,4,Unknown,867.0,3,female,81.0,2,4,manufacturing director,4,married,,19028,3,0.0,22,3,0,3,3.0,9,0,0,0,890.0,4.0,31.0
209,32.0,no,Unknown,Unknown,5,2,life sciences,889.0,2,male,48.0,3,2,sales executive,2,Unknown,,8891,1,0.0,14,4,1,3,3.0,10,5,3,1,379.0,3.0,10.0
210,36.0,no,Unknown,Unknown,14,1,life sciences,924.0,3,male,68.0,3,2,healthcare representative,4,Unknown,6586.0,4821,0,,17,1,1,2,2.0,16,4,11,0,1425.0,3.0,11.796220676733178
211,31.0,no,non-travel,sales,20,2,Unknown,Unknown,4,female,45.0,3,2,sales executive,3,Unknown,,24406,1,,13,4,1,2,2.0,9,0,0,0,1188.0,3.0,11.612936304379389
212,36.0,no,travel rarely,Unknown,2,4,medical,Unknown,3,male,79.0,3,1,laboratory technician,3,single,2519.0,12287,4,0.0,21,3,0,6,3.0,11,3,9,0,938.0,4.0,11.41959731939101
213,52.0,no,Unknown,Unknown,1,2,life sciences,976.0,4,male,70.0,3,4,manager,4,married,17099.0,13829,2,,15,2,1,2,3.0,9,7,8,1,1053.0,3.0,26.0
214,33.0,no,non-travel,Unknown,17,3,Unknown,992.0,4,male,38.0,3,4,manager,3,single,,20489,1,,11,4,0,2,3.0,10,6,0,0,722.0,3.0,10.0
215,45.0,no,non-travel,Unknown,23,2,life sciences,1002.0,4,male,42.0,3,2,laboratory technician,1,Unknown,,14039,1,1.0,15,3,1,2,3.0,9,0,8,1,248.0,3.0,9.0
216,36.0,no,travel rarely,research & development,12,5,Unknown,1073.0,4,female,51.0,2,3,manufacturing director,4,Unknown,,15669,0,,11,2,0,2,2.0,14,7,8,1,796.0,3.0,15.0
217,49.0,no,Unknown,Unknown,8,4,Unknown,1138.0,4,male,56.0,2,4,sales executive,2,Unknown,13120.0,11879,6,,17,2,1,3,3.0,9,2,3,0,174.0,3.0,22.0
218,29.0,yes,Unknown,Unknown,23,1,Unknown,Unknown,4,female,45.0,2,3,sales executive,1,Unknown,,11162,1,,13,1,1,3,1.0,11,3,10,0,408.0,3.1550559435459293,11.0
219,29.0,no,Unknown,Unknown,6,1,Unknown,1192.0,2,female,54.0,3,1,laboratory technician,4,married,3131.0,26342,1,,13,1,1,5,3.0,10,0,8,0,802.0919042787403,3.0,11.314493590832905
220,37.0,no,Unknown,research & development,1,3,life sciences,1196.0,4,female,56.0,2,2,manufacturing director,4,married,,9961,1,,13,2,1,2,2.0,14,3,11,1,977.0,3.0,14.0
221,33.0,no,travel rarely,Unknown,10,5,Unknown,Unknown,4,male,82.0,4,3,sales executive,3,Unknown,,21708,0,,14,4,2,3,3.0,9,0,8,1,536.0,3.0,11.10871094246095
222,34.0,no,travel frequently,Unknown,19,3,medical,Unknown,3,female,46.0,3,2,laboratory technician,2,divorced,4444.0,22534,4,0.0,13,3,2,2,4.0,11,5,10,0,135.0,3.0,15.0
223,28.0,no,non-travel,Unknown,1,3,Unknown,1315.0,3,female,55.0,1,2,laboratory technician,4,married,6674.0,16392,0,0.0,11,1,3,6,3.0,9,7,5,1,1476.0,3.0,10.0
224,31.0,no,non-travel,Unknown,2,4,Unknown,1324.0,4,female,57.0,3,3,sales executive,3,Unknown,9852.0,8935,1,1.0,19,1,1,5,2.0,10,9,6,0,587.0,3.0,10.0
225,42.0,no,non-travel,Unknown,2,1,life sciences,1334.0,3,male,,3,4,manager,3,Unknown,17861.0,26582,0,1.0,13,4,0,3,2.0,20,2,10,0,495.0,3.152719699070691,21.0
226,40.0,no,travel rarely,Unknown,2,3,life sciences,1346.0,3,male,98.0,3,2,research scientist,4,single,,22455,1,,13,3,0,4,3.0,9,8,8,0,523.0,3.0,9.0
227,34.0,no,Unknown,Unknown,15,2,medical,1356.0,3,female,66.0,3,2,sales executive,1,single,,23553,1,,12,4,0,6,4.0,10,9,6,1,507.0,3.0,11.086283740780528
228,58.0,no,travel rarely,Unknown,1,3,Unknown,1423.0,4,female,76.0,3,5,research director,1,Unknown,,22456,3,,21,3,1,3,3.0,9,1,5,0,1055.0,4.0,11.510079477894777
229,31.0,yes,travel frequently,Unknown,1,5,Unknown,1459.0,3,female,100.0,4,3,manufacturing director,2,Unknown,7446.0,8931,1,,11,1,0,2,3.0,10,4,7,1,1445.0,3.0,11.811687712374848
230,40.0,no,non-travel,Unknown,8,1,Unknown,Unknown,4,male,55.0,2,3,research director,2,Unknown,13757.0,25178,2,0.0,11,3,1,5,3.0,9,4,8,1,218.0,3.0,16.0
231,53.0,no,Unknown,Unknown,2,3,medical,1472.0,4,male,39.0,4,4,research director,2,single,16598.0,19764,4,0.0,12,2,0,2,2.0,9,8,8,0,447.0,3.0,35.0
232,34.0,no,Unknown,research & development,15,3,Unknown,1485.0,2,male,71.0,3,4,research director,1,Unknown,,11929,7,,14,4,2,3,2.0,14,6,9,1,829.0,3.0,16.0
233,35.0,no,travel rarely,Unknown,16,3,life sciences,Unknown,4,female,91.0,2,3,healthcare representative,2,single,,21195,1,0.0,19,4,0,3,1.0,11,3,3,0,1029.0,3.0,11.489973371028114
234,37.0,no,Unknown,Unknown,13,3,Unknown,1543.0,1,male,47.0,3,2,research scientist,4,married,4285.0,3031,1,,17,1,0,2,3.0,10,3,7,1,674.0,3.0,11.215433488388472
235,42.0,no,travel frequently,Unknown,2,3,Unknown,1547.0,4,male,40.0,3,3,healthcare representative,4,Unknown,10124.0,18611,2,1.0,14,3,1,3,1.0,20,13,9,0,831.7436807691516,3.0,24.0
236,45.0,no,Unknown,Unknown,1,4,Unknown,1553.0,1,male,66.0,3,3,healthcare representative,2,divorced,,20933,1,,12,1,3,4,3.0,10,7,7,1,538.0,3.0,11.110257646025117
237,30.0,yes,travel rarely,Unknown,1,3,Unknown,1562.0,2,male,64.0,2,2,sales executive,1,married,9714.0,5323,1,0.0,11,4,1,4,3.0,10,6,7,1,740.0,3.0,11.266474706005983
238,38.0,no,travel rarely,Unknown,14,3,life sciences,1582.0,3,male,80.0,3,2,sales executive,2,married,9924.0,12355,0,,11,4,1,3,3.0,9,7,7,1,1245.0,3.0,10.0
239,50.0,no,Unknown,Unknown,20,5,medical,1606.0,2,male,41.0,3,4,healthcare representative,3,Unknown,11245.0,20689,2,,15,3,1,3,3.0,30,12,13,0,1234.0,3.0,32.0
240,39.0,no,travel rarely,Unknown,3,2,Unknown,Unknown,3,male,76.0,2,2,laboratory technician,3,Unknown,3069.0,10302,0,,15,4,1,3,3.0,10,0,7,0,170.0,3.0,10.82566419021839
241,34.0,no,travel rarely,Unknown,3,3,Unknown,1658.0,4,female,66.0,3,2,research scientist,2,Unknown,,19332,1,0.0,12,3,1,2,3.0,11,7,9,0,1130.0,3.0,11.0
242,54.0,no,travel rarely,research & development,22,5,Unknown,1665.0,2,female,91.0,3,4,manager,3,Unknown,,18685,3,,25,3,1,6,3.0,10,4,7,1,584.0,4.0,36.0
243,41.0,no,travel rarely,Unknown,6,3,marketing,Unknown,4,male,35.0,3,3,sales executive,3,Unknown,9241.0,15869,1,0.0,12,2,0,3,3.0,10,8,7,0,918.0,3.0,11.404131323216845
244,39.0,no,Unknown,Unknown,1,3,life sciences,1737.0,4,male,77.0,3,2,laboratory technician,4,married,6472.0,8989,1,,15,4,1,2,3.0,9,5,8,1,792.0,3.0,11.306688998674325
245,40.0,no,travel rarely,Unknown,7,4,Unknown,Unknown,2,male,88.0,3,5,manager,2,Unknown,,4349,1,0.0,14,2,0,3,2.0,21,12,8,0,611.0,3.0,11.166712326117212
246,33.0,no,Unknown,Unknown,4,3,technical degree,Unknown,4,male,90.0,3,2,research scientist,2,Unknown,3055.0,6194,5,0.0,15,4,2,2,2.0,9,1,7,1,801.3393098368127,3.15086141612817,11.0
247,36.0,no,Unknown,Unknown,10,3,life sciences,1790.0,4,male,90.0,3,3,healthcare representative,1,Unknown,8321.0,25949,7,,13,4,1,1,3.0,12,5,7,0,1383.0,3.0,15.0
248,33.0,no,Unknown,Unknown,8,4,life sciences,Unknown,4,male,90.0,4,1,research scientist,1,married,3143.0,6076,6,0.0,19,2,1,1,3.0,10,7,6,0,867.0,3.0,14.0
249,34.0,no,travel rarely,Unknown,8,2,Unknown,1823.0,2,male,92.0,4,2,sales executive,3,Unknown,,22128,1,0.0,21,3,2,5,3.0,10,4,8,0,798.9034729774271,4.0,10.0
250,29.0,no,travel frequently,research & development,-46,1,medical,Unknown,4,male,40.0,3,1,laboratory technician,4,married,,7003,1,0.0,13,2,0,3,4.0,11,3,10,0,574.0,3.153266283741992,11.138098150864801
251,46.0,no,travel rarely,Unknown,2,2,life sciences,1857.0,4,male,82.0,3,3,manufacturing director,4,divorced,8578.0,19989,3,,14,3,1,4,2.0,9,4,7,1,706.0,3.0,12.0
252,27.0,no,travel rarely,Unknown,23,1,medical,1864.0,2,female,36.0,2,2,sales representative,3,married,,7018,1,0.0,21,4,1,5,3.0,9,5,8,0,728.0,4.0,11.257193445153474
253,31.0,no,Unknown,Unknown,-36,3,life sciences,1881.0,2,male,89.0,3,2,laboratory technician,3,divorced,4197.0,18624,1,0.0,11,1,1,2,3.0,10,0,2,0,311.0,3.0,10.0
254,45.0,no,travel rarely,research & development,25,2,life sciences,1888.0,2,female,93.0,2,2,manufacturing director,4,Unknown,,23888,0,0.0,13,4,2,2,2.0,9,3,8,1,556.0,3.1536185363169205,10.0
255,34.0,no,travel rarely,Unknown,1,3,marketing,1950.0,1,male,32.0,3,3,sales executive,4,Unknown,9888.0,6770,1,0.0,21,1,0,3,2.0,14,2,1,0,937.0,4.0,14.0
256,31.0,no,Unknown,research & development,1,3,life sciences,Unknown,4,male,48.0,1,2,research scientist,1,married,,5771,1,,21,2,0,6,3.0,10,8,7,1,1125.0,3.1475507824946667,10.0
257,35.0,no,Unknown,Unknown,7,4,Unknown,1962.0,3,female,55.0,3,2,sales executive,4,Unknown,,13586,1,1.0,11,4,0,2,3.0,10,0,9,0,1224.0,3.0,10.0
258,39.0,no,travel rarely,Unknown,15,4,marketing,1975.0,2,male,77.0,3,4,sales executive,1,single,13341.0,25098,0,0.0,12,1,0,3,3.0,20,11,10,0,119.0,3.0,21.0
259,40.0,no,travel rarely,Unknown,2,2,marketing,1986.0,2,female,92.0,3,2,sales executive,2,married,5677.0,4258,3,0.0,14,3,1,4,3.0,11,5,10,1,444.0,3.0,11.037562578509268
260,30.0,no,travel rarely,Unknown,1,2,medical,Unknown,4,male,76.0,3,1,laboratory technician,2,married,,4077,1,0.0,13,3,0,6,2.0,12,1,7,0,911.0,3.0,12.0
261,47.0,no,Unknown,research & development,1,1,Unknown,2000.0,3,female,98.0,3,3,research director,2,married,,17231,0,0.0,18,1,2,3,1.0,13,5,12,1,808.369148700392,3.0,14.0
262,52.0,no,non-travel,Unknown,29,4,Unknown,Unknown,1,male,,3,1,sales representative,4,divorced,,19788,2,,15,2,2,3,3.0,9,0,0,1,585.0,3.0,16.0
263,49.0,no,travel frequently,Unknown,8,1,Unknown,2.0,3,male,61.0,2,2,research scientist,2,married,,24907,1,0.0,23,4,1,3,3.0,10,1,7,0,798.9034729774271,4.0,10.0
264,33.0,no,travel frequently,Unknown,-19,4,life sciences,5.0,19,female,56.0,3,1,research scientist,3,married,2909.0,23159,1,,11,3,0,3,3.0,8,3,0,1,1392.0,3.0,11.770700067924423
265,32.0,no,Unknown,Unknown,2,2,life sciences,Unknown,4,male,79.0,3,1,laboratory technician,4,Unknown,,11864,0,,13,3,0,2,2.0,7,3,6,1,1005.0,3.0,8.0
266,38.0,no,travel frequently,research & development,23,3,Unknown,Unknown,4,male,44.0,2,3,manufacturing director,3,Unknown,9526.0,8787,0,0.0,21,2,0,2,3.0,9,1,8,1,801.9758296228708,4.0,11.314402784823427
267,36.0,no,travel rarely,research & development,27,3,medical,Unknown,3,male,94.0,3,2,healthcare representative,3,Unknown,,16577,6,,13,2,2,3,2.0,7,7,7,1,1299.0,3.0,17.0
268,42.0,no,Unknown,Unknown,8,4,Unknown,35.0,3,male,48.0,3,2,sales executive,2,Unknown,6825.0,21173,0,,11,4,1,2,3.0,9,4,2,0,799.0018374155474,3.151027191276863,10.0
269,31.0,no,Unknown,research & development,7,4,life sciences,76.0,4,male,48.0,3,2,laboratory technician,4,divorced,,9528,3,0.0,22,4,1,3,2.0,7,1,7,0,655.0,4.0,11.200738765061379
270,31.0,no,travel rarely,Unknown,8,4,Unknown,98.0,3,female,61.0,3,2,manufacturing director,4,single,4424.0,20682,1,0.0,23,4,0,2,3.0,11,1,8,0,746.0,4.0,11.0
